Location,Year,Month,Temperature,Humidity,Population,GDP,Energy Source,Industry Type,Energy Consumption
City C,2020,5,26.860629578423598,23.539376821449345,948682,57499.64603064557,Renewable,Commercial,10203.669637491308
City D,2022,9,-9.460907665026793,29.512212833505682,51994,3151.3579847803435,Renewable,Industrial,157.67099621637317
City C,2022,5,26.31398313483937,61.209393358316994,378325,22930.290217948674,Renewable,Commercial,4309.844857701618
City A,2022,10,-3.914110076335649,99.96870955937803,496239,30077.06148804502,Non-renewable,Commercial,5180.418214772509
City E,2020,6,3.0612069783182587,95.94925198250917,764334,46326.307918973325,Renewable,Industrial,9079.4568260081
City B,2017,11,33.60851901173396,28.955435213807988,673324,40810.188939959226,Non-renewable,Residential,7022.2889802895625
City C,2015,4,-7.678084890332435,39.174953283671556,747498,45305.877426382605,Renewable,Industrial,7699.538847370101
City D,2016,10,5.706827560370327,95.66334797791694,295432,17906.14286570809,Renewable,Residential,5054.257314740483
City D,2019,1,-6.196205096042209,32.057912482851535,560002,33941.7389351264,Renewable,Commercial,8425.986839099172
City D,2019,4,28.41219827060157,79.42311801821322,270746,16409.923624790146,Renewable,Residential,2576.195436747569
City B,2015,2,21.63572551418404,20.08864187261482,527510,31972.397787273127,Renewable,Commercial,6998.438978789093
City C,2015,10,26.015182451707815,70.5369682140138,879456,53303.85598074742,Renewable,Residential,8487.357608740245
City E,2023,3,13.727578029288772,59.56803374741783,795528,48216.97724576561,Non-renewable,Commercial,9150.537252308597
City A,2016,7,6.0974008852162065,57.6820223773412,892070,54068.39091977922,Non-renewable,Residential,11098.570909362048
City C,2021,7,-9.897687117769326,86.33534006027158,338796,20534.436277486657,Non-renewable,Residential,4350.837898395976
City C,2018,1,2.5067290419311394,26.458747619834504,217147,13161.286539237166,Non-renewable,Residential,2311.9774192782593
City E,2021,8,13.154909604475158,50.18657151280787,296754,17986.26932752829,Non-renewable,Industrial,1500.5733774273383
City B,2022,7,19.89629164142376,55.68308359786392,71815,4352.709421798676,Non-renewable,Commercial,620.7758427462609
City A,2019,1,0.30218396564405303,29.91412477257733,778293,47172.36335055291,Non-renewable,Commercial,7357.09449200317
City A,2015,8,-3.7494619170339583,26.85332370994687,108253,6561.217754479873,Renewable,Commercial,486.5470421012217
City A,2018,2,-0.9273312086557848,34.369144364586845,332729,20166.715215562926,Renewable,Industrial,3526.4397625519623
City C,2017,8,5.9334223261004,39.283817998384336,43419,2631.6269635184394,Non-renewable,Industrial,957.7072005405917
City E,2019,3,-3.322976895933568,97.28484619657615,490992,29759.040652061205,Non-renewable,Industrial,3127.0366868900774
City E,2020,10,-2.943219951049975,58.049096900134614,134213,8134.654175699585,Renewable,Industrial,-42.00023733057333
City B,2016,7,-8.03117349969601,60.823122613802035,834166,50558.8276480417,Non-renewable,Residential,9821.475007150597
City E,2021,6,28.552633745950374,76.55985639685886,651186,39468.40405964482,Non-renewable,Commercial,6867.851645701641
City E,2017,5,-0.11086191726659145,74.74134382428724,647564,39248.87452506632,Renewable,Residential,6263.964277369214
City A,2015,11,26.98560975775792,60.22219216903726,762710,46227.87722759964,Renewable,Industrial,8566.957969580822
City B,2017,10,9.723922376175736,47.18707153476074,265855,16113.47996006805,Non-renewable,Industrial,4210.440304669746
City E,2023,11,18.459701662112412,46.484135486995164,218057,13216.441668024143,Non-renewable,Residential,902.6661772874668
City E,2020,2,-6.59340387288121,24.616858711160894,929043,56309.32561938463,Renewable,Commercial,8140.63169116606
City E,2020,2,16.261122445108313,91.97041114179405,288898,17510.116919011263,Renewable,Industrial,3020.0416259522967
City E,2018,12,3.0497931427985794,81.55156189814053,271367,16447.562454434887,Non-renewable,Residential,4486.4561002321
City A,2022,1,-5.715552108196192,69.86745930411955,687680,41680.30655409752,Renewable,Residential,8861.37866812885
City C,2019,9,30.870462327552602,51.68653945713794,316483,19182.044641636294,Non-renewable,Residential,3804.632281216649
City B,2021,11,17.16326190572709,66.59725845207018,665662,40345.7948775792,Non-renewable,Residential,7617.228450355405
City C,2023,8,0.8768432259808527,58.807184397487966,985550,59734.216676929405,Renewable,Commercial,9588.196221583696
City A,2019,8,8.884160482508314,41.91479827831073,902601,54706.67516291731,Renewable,Commercial,9287.261915765113
City C,2019,1,6.060506033586741,43.885819736642745,885583,53675.213644569194,Non-renewable,Industrial,9202.491262568969
City E,2018,5,21.526084963601964,89.9583765164844,220880,13387.543787327042,Renewable,Industrial,1724.2197262376103
City B,2020,12,17.33449292123723,70.79264579807224,812673,49256.13623813124,Non-renewable,Commercial,9003.832691956854
City E,2016,6,-9.109802077215093,20.113798779370295,824866,49995.15435384511,Renewable,Commercial,9074.345442518392
City B,2017,2,-1.0977854677896932,46.14974120850463,192803,11685.795929138065,Renewable,Residential,2800.072164400519
City C,2015,10,11.51575875083877,47.195637178028306,833324,50507.79400140583,Non-renewable,Residential,7783.717871000414
City E,2016,5,10.046860651420577,76.50684475612928,822230,49835.386310457776,Non-renewable,Residential,8139.821934059525
City A,2016,6,13.250369687458871,76.03626739848892,665498,40335.85483239122,Non-renewable,Industrial,6751.705792854849
City E,2022,9,22.166487498784157,57.13238824041673,381285,23109.695911585437,Non-renewable,Industrial,4637.937147100375
City D,2022,10,20.69040493242022,96.07835302491156,260922,15814.490674017325,Renewable,Industrial,3526.164175872315
City A,2016,1,6.776603996389614,89.77833357873168,631444,38271.84081512557,Non-renewable,Industrial,8037.821175037463
City B,2020,10,29.49117325723678,89.29685717832172,205748,12470.39278864073,Renewable,Residential,2994.4234653823983
City D,2019,3,-7.168034329816656,47.86124087773024,184973,11211.219381443521,Non-renewable,Industrial,3302.7054164217284
City E,2017,12,16.30294528002769,54.47998313219437,280677,17011.84184894781,Renewable,Industrial,4535.281667464153
City E,2019,9,32.73584716562884,53.516953962265816,113672,6889.663515904743,Renewable,Residential,1147.8996410289901
City E,2019,1,14.708664702139458,55.22135059711977,955889,57936.4625286321,Renewable,Residential,10144.646188125456
City E,2019,1,10.47978353657852,91.13686360086932,378498,22940.775753421363,Non-renewable,Commercial,4187.7822550139745
City D,2017,1,-3.9737085086608994,39.92965596558399,477696,28953.169671454994,Renewable,Residential,5513.061837572457
City A,2017,7,26.458509287222512,84.17560567674586,888941,53878.74213079631,Non-renewable,Industrial,10170.834417976099
City D,2018,5,6.820770051841041,61.12319800358188,841376,50995.82597612313,Non-renewable,Residential,9367.70938619344
City A,2021,6,21.55606592681096,39.926734858662584,63594,3854.4343517352227,Renewable,Industrial,1000.4985591564805
City C,2016,8,-1.1103903816824339,62.18350230876433,738081,44735.11275848484,Non-renewable,Commercial,7871.806349131049
City C,2018,2,-8.116155868053292,35.63532965392345,466196,28256.154307663517,Renewable,Commercial,6590.846075330478
City A,2018,2,3.7460353637600257,28.654343800562792,146586,8884.582097107577,Renewable,Commercial,1230.2185803071088
City A,2015,3,2.6636237655600876,87.05419342656408,418833,25385.48137938042,Non-renewable,Industrial,4196.80758104772
City A,2022,3,29.30638640872734,75.94576187445278,137422,8329.151767213223,Non-renewable,Industrial,1348.2455272796574
City C,2015,3,28.910320036313927,36.39831921710951,360086,21824.823850975397,Non-renewable,Commercial,4743.968339861772
City A,2022,4,14.025240017062128,95.38357842069192,314462,19059.551767703895,Renewable,Commercial,4198.635243764087
City A,2021,3,-9.145047449251287,21.951869867299934,89195,5406.111771598314,Renewable,Industrial,998.9473910730861
City D,2023,2,0.27460983142142226,46.66241496401451,355314,21535.592780017752,Non-renewable,Industrial,3310.65248623325
City B,2022,9,18.755566739604493,21.732243079322934,973862,59025.80662719073,Non-renewable,Industrial,10348.626332517204
City E,2019,6,-5.43662193563346,31.38380746314666,760581,46098.83847025077,Renewable,Industrial,8332.845776764778
City E,2022,3,21.52800191237512,34.406350093072916,264207,16013.59462793515,Non-renewable,Commercial,1999.8271851266616
City D,2017,9,-9.461698166856543,84.82678941844541,459394,27843.88487248877,Non-renewable,Commercial,5572.608380070264
City A,2021,4,20.714154891617166,99.44317364267077,80805,4897.593606188707,Renewable,Residential,280.71266427567207
City B,2018,4,28.004265928672076,89.38562196888442,325609,19735.171790328553,Non-renewable,Residential,5923.984057887103
City D,2019,8,11.114797384075231,70.81063910256304,792040,48005.56945542607,Renewable,Industrial,8293.307754258989
City B,2023,7,27.308644554951698,77.83387440459379,644759,39078.863386332836,Renewable,Commercial,8448.628304634982
City C,2021,7,25.16874799597413,61.82567952165481,474873,28782.067552152093,Non-renewable,Industrial,5276.5739707325765
City B,2018,10,20.213861757545466,53.80348853183935,971154,58861.67466152574,Renewable,Residential,11562.321595232945
City D,2020,7,10.031717662902512,75.37351446739514,438050,26550.22435729179,Non-renewable,Industrial,6421.380889678224
City E,2021,10,2.235681998067223,97.84933488075058,236765,14350.334139833789,Renewable,Residential,3388.1362683855905
City C,2023,11,28.738878297599086,22.311523388505357,922671,55923.118497812524,Renewable,Residential,8790.168313098617
City B,2018,5,19.186567084832674,45.126796025922076,970842,58842.764331655926,Non-renewable,Commercial,9357.255397078608
City E,2017,7,25.910757586275928,46.40478424056964,124467,7543.948807394218,Renewable,Industrial,2082.1757170559667
City B,2022,4,14.838511747800133,53.14006846560797,660173,40013.106413939946,Non-renewable,Commercial,7181.116172963102
City B,2015,8,-2.2660104477733887,70.15137175211589,699903,42421.14297076041,Renewable,Residential,8296.059903379324
City A,2023,9,34.07470727810913,61.10025299837611,139328,8444.674487507706,Non-renewable,Residential,1922.4082572482178
City E,2015,12,-1.7767561844063167,21.498323922063296,400695,24286.13662560218,Non-renewable,Industrial,4580.231113282589
City C,2016,3,31.005867546120648,52.928766270829726,356655,21616.870832439,Renewable,Industrial,4180.493895624095
City C,2022,7,-0.6337609279761693,69.55589636186426,721838,43750.624014653105,Renewable,Industrial,8032.6842655790515
City C,2023,12,6.818724878589613,60.38597799443873,833371,50510.64267289263,Non-renewable,Industrial,9102.880067149437
City B,2021,10,9.8037550041842,89.76494913450514,425226,25772.961311616848,Renewable,Residential,5626.11985752047
City E,2017,9,31.46191952876653,51.88765365344164,262974,15938.862458930376,Non-renewable,Residential,3610.2548186662416
City C,2021,1,29.968935691087857,21.00469438615292,630408,38209.048822352706,Non-renewable,Residential,8172.424684759429
City C,2020,2,27.04494400785962,42.791881404359906,800414,48513.117860329534,Renewable,Commercial,10501.468501551264
City B,2016,7,6.950381637308041,30.853810157519057,902765,54716.61520810529,Non-renewable,Commercial,10398.445527915512
City D,2017,2,-9.797803892698592,40.01842587622601,842058,51037.16201769755,Non-renewable,Commercial,8511.095298955652
City C,2019,7,20.67124940483837,48.96704144295,848709,51440.279338095555,Renewable,Industrial,9849.160500099855
City E,2018,1,8.492922550934171,74.13245218569243,770042,46672.26997954043,Non-renewable,Residential,8990.332567018595
City C,2016,3,24.0676186776846,45.933599623854384,631593,38280.87170983905,Non-renewable,Commercial,6202.228889645805
City B,2018,5,25.76834207375976,90.72873400510932,605464,36697.19219327318,Non-renewable,Industrial,8763.235385987857
City D,2022,12,9.787553131284088,43.96543275117058,766135,46435.46658594623,Renewable,Industrial,9253.023412285904
City D,2019,11,23.664615439262676,30.954672971320882,377314,22869.013475966658,Renewable,Industrial,4046.0949485019123
City E,2019,6,27.797177623385487,33.50923339767384,917692,55621.34115030663,Renewable,Residential,9747.573243953488
City D,2017,9,31.781425922067505,94.76638911055693,471492,28577.1450351974,Renewable,Industrial,4398.407942156087
City C,2022,9,16.210489962022745,56.38515770390068,554990,33637.96145657658,Non-renewable,Commercial,6074.427040480953
City A,2020,3,25.031544607694713,52.25008544500001,457310,27717.573566563427,Non-renewable,Industrial,5612.501505929206
City B,2016,8,12.255419159434119,25.5120704878821,66541,4033.052114960742,Non-renewable,Residential,761.7886788797391
City C,2016,4,-8.125164980651707,78.66568550255349,109330,6626.494758549736,Non-renewable,Residential,301.6402152882388
City C,2023,7,-3.015035749036749,75.572202062136,157206,9528.260633061096,Renewable,Industrial,2538.9952261524077
City B,2021,6,-4.229897084214845,50.05924395478062,278497,16879.7119799856,Non-renewable,Residential,2746.9021665161094
City B,2023,8,-2.2705484448034507,75.34108397471039,475133,28797.826160376946,Non-renewable,Residential,4361.199769393654
City C,2020,6,-9.540426267422054,49.3961408410705,372754,22592.63173171543,Renewable,Commercial,4294.111512247903
City D,2019,4,28.641807046931866,25.852641711539547,937742,56836.572284569156,Renewable,Commercial,8744.944552983221
City E,2015,2,15.206719397705559,79.04795018462208,854198,51772.96780173481,Non-renewable,Industrial,9251.23166589894
City C,2020,7,7.2417501355070435,97.2161034702165,112247,6803.294220826234,Non-renewable,Residential,2915.868336762146
City A,2020,11,8.440049220963882,71.86324225392663,313740,19015.791324864116,Non-renewable,Residential,4493.155763892464
City C,2017,11,10.850799217349127,42.11689881714844,219224,13287.173574941071,Non-renewable,Residential,3017.036250956361
City A,2017,4,-6.675242481118334,41.593622837192264,412638,25010.002233407533,Renewable,Commercial,4358.295720490746
City C,2017,9,2.359943521096408,94.31820771895207,518985,31455.697267592925,Renewable,Residential,3645.1870599506196
City C,2017,9,28.323189669143815,44.26322459182298,898786,54475.447892233446,Non-renewable,Commercial,9241.733993897067
City A,2021,7,23.465385629629303,81.45537867062545,255174,15466.104212184855,Renewable,Residential,3209.4875097131167
City E,2016,5,15.353249221425852,71.43319858432105,909980,55153.9165863449,Non-renewable,Commercial,10438.908297565189
City A,2016,3,11.631679310148336,67.4081449004456,952142,57709.35674009935,Non-renewable,Industrial,9168.732683032986
City E,2017,3,1.6537933245904721,34.485990512166794,184062,11156.00364262491,Non-renewable,Industrial,2575.567449576749
City E,2021,9,11.206473634119746,22.752883672361968,75264,4561.753420904484,Non-renewable,Residential,1619.3786352523784
City A,2017,9,16.903487423006666,59.09417050623108,856188,51893.581764686554,Renewable,Residential,9149.753696640566
City B,2021,12,22.068707814421124,99.05268857998279,197357,11961.81401319949,Non-renewable,Commercial,3593.977364303073
City A,2023,11,-2.5011915511454283,35.660792338673616,329697,19982.945599648516,Renewable,Commercial,2243.141141595469
City B,2018,4,26.589962081184986,62.949764355129886,291173,17648.004740978708,Non-renewable,Commercial,2606.953808591796
City C,2021,11,5.5615074665220146,73.67834357156406,187923,11390.018974763943,Renewable,Residential,2421.5604758384998
City B,2023,1,12.646613748065992,58.69421732179105,765943,46423.8294598725,Non-renewable,Commercial,7397.6073258627885
City D,2022,10,17.35569424683496,60.55470452777552,455442,27604.35402747104,Renewable,Residential,4961.335290953796
City C,2022,5,11.964282029946496,72.89820034188752,255805,15504.349142145935,Non-renewable,Commercial,4202.982031654677
City C,2023,8,15.738060686935356,85.19243976039778,547672,33194.417245078665,Non-renewable,Residential,2951.7069870895402
City B,2019,10,-4.981444089270795,46.66300907859441,428305,25959.57959901806,Non-renewable,Commercial,6841.989772027271
City B,2019,4,9.446995479888582,91.94201852941725,617214,37409.36006497317,Renewable,Commercial,7412.175352512075
City D,2017,10,2.6210361921301875,58.79206983064211,169079,10247.88353865207,Renewable,Commercial,2109.3876666046826
City C,2019,10,-6.128823075090842,72.95019777397329,749719,45440.49230664181,Renewable,Residential,7475.290756959618
City B,2022,4,-1.3757848465602578,28.52109072659509,465942,28240.75935962847,Non-renewable,Industrial,5236.194868321723
City A,2019,12,17.110005489235625,59.398342910225274,249665,15132.20354791292,Non-renewable,Industrial,2577.8771113863763
City E,2018,9,-1.1491118806847354,21.288515692587275,592470,35909.62544222045,Renewable,Residential,6204.633682098401
City E,2022,9,-1.8521195446408,51.28197910720316,517118,31342.53833853217,Non-renewable,Residential,5479.979231399118
City B,2021,7,14.877369457398633,24.358736045515734,173531,10517.719399486821,Non-renewable,Industrial,1570.7678258230778
City D,2020,10,30.711612801814333,91.75846701244629,725771,43989.00326906979,Renewable,Industrial,8315.856933670326
City B,2019,8,25.49117827879234,73.82440966984285,7015,425.1793719127997,Renewable,Commercial,117.48534555387346
City D,2019,12,30.729009973393268,83.35010849838116,223362,13537.977885842733,Non-renewable,Commercial,3344.180893280732
City C,2016,12,16.234109103343183,57.41435875755339,349226,21166.598907429707,Renewable,Residential,4623.272536892032
City A,2018,4,8.446830220637324,88.15181907566144,58901,3569.9914732766665,Non-renewable,Industrial,3070.187710367612
City C,2022,8,22.83386144938745,89.84324718541524,767205,46500.31931979465,Non-renewable,Industrial,8545.239443890636
City A,2022,6,1.7613812682192922,48.54545918736177,136102,8249.14652545629,Non-renewable,Residential,3922.514585333599
City D,2015,3,-6.487571889756833,50.14839267143462,142673,8647.415043323574,Renewable,Industrial,2186.3610193087525
City B,2016,7,5.507665672901101,60.65925669499202,422605,25614.102418704024,Non-renewable,Commercial,4838.09408895486
City B,2019,3,3.465651386915784,23.37947960336973,441314,26748.055500545302,Renewable,Industrial,3728.502791052794
City B,2023,11,20.3992517517714,99.66146375715728,712338,43174.82871412971,Renewable,Industrial,7654.696603023905
City B,2021,7,14.811320546531643,48.73449871946593,123307,7473.641170698731,Renewable,Commercial,2707.0550238009137
City C,2019,5,-3.7781657174896512,57.66746506853808,91985,5575.213759857289,Non-renewable,Industrial,56.691274315637884
City C,2015,4,30.882688089671134,80.38056625077209,546519,33124.53387860462,Renewable,Commercial,5468.137313770528
City D,2020,3,16.70025232271619,43.80108007402973,317087,19218.653100743253,Non-renewable,Commercial,3553.904521741105
City A,2022,8,10.595790144069959,36.13051388434891,946780,57384.36575047762,Non-renewable,Commercial,9738.743148377785
City A,2021,4,32.17377172033941,30.19600967853978,120196,7285.083362285228,Renewable,Industrial,2804.58526678789
City A,2016,8,-5.621416804094463,62.24138472650214,388911,23571.908012826636,Renewable,Commercial,5386.9049068251825
City B,2019,10,25.5316822162873,20.43986300022044,886384,53723.762279908064,Renewable,Residential,8104.2520063365255
City C,2018,3,6.40994775740042,76.76165528030634,181867,11022.964623188189,Non-renewable,Industrial,3090.3164578741707
City E,2023,10,21.29253879157872,56.91116003752829,985848,59752.27846635635,Non-renewable,Commercial,9924.565329611238
City E,2015,9,31.88264424414554,62.545826051842354,471729,28591.50961269467,Renewable,Residential,5681.779415510298
City B,2020,6,13.29708862184378,41.056371911387814,789374,47843.983111089714,Non-renewable,Residential,8189.368577914338
City E,2017,5,-8.98125294570637,34.260244399084996,762996,46245.21169664698,Renewable,Commercial,8557.196646320148
City A,2023,5,-8.701829642244792,75.99917369979275,19294,1169.4099503471928,Non-renewable,Residential,-1539.8392855069135
City A,2019,3,4.875236858841943,36.82188269010912,67996,4121.239710988272,Non-renewable,Commercial,573.0297349396025
City D,2020,2,25.174619872777782,82.40687667339813,913895,55391.20486019217,Renewable,Residential,11359.953227709675
City B,2023,6,2.9717604383112235,36.29380156093931,669564,40582.29522101523,Renewable,Industrial,6866.485956761939
City D,2023,11,5.0510870398797945,69.0146482443799,106374,6447.3315050395095,Non-renewable,Commercial,-870.9804425691796
City A,2022,1,25.300732093890595,71.50976512512864,350138,21221.875256279953,Non-renewable,Residential,3431.8791829072793
City C,2023,7,-4.771487173632361,60.451647281720035,158424,9602.08365159136,Renewable,Residential,2891.9531413582117
City B,2018,5,28.10658328832985,99.74326122191701,264894,16055.233719667736,Non-renewable,Commercial,2345.601238474056
City D,2020,4,1.9606631999347943,50.067440900221,120156,7282.658961019866,Renewable,Industrial,951.2549014663824
City D,2019,9,-7.69496180369913,90.6656916124396,187139,11342.500709962855,Renewable,Commercial,2854.0905791201017
City A,2019,10,-4.719578211833983,33.53825538706485,222475,13484.216787783338,Non-renewable,Residential,2659.0378497716565
City D,2018,1,32.864969903247065,46.9768697963045,421829,25567.069034156008,Renewable,Commercial,3479.094147004773
City A,2016,11,10.30957797697408,31.629369671771013,477406,28935.59276228112,Renewable,Industrial,3308.9105750560425
City C,2020,4,1.5397147699306135,68.2899617080493,421920,25572.584547034705,Renewable,Residential,3923.09907221049
City D,2023,3,13.45719275806378,71.06058401138776,874087,52978.440720904255,Renewable,Industrial,9522.548671731165
City A,2015,6,20.705599402721013,56.28031876104099,13133,795.9915454498644,Renewable,Industrial,909.8169058899666
City A,2021,5,4.34592836198312,77.61288397216062,232368,14083.831830738909,Renewable,Residential,4026.1069190307426
City C,2020,7,22.637204142246077,89.4121963606394,199021,12062.669105838533,Non-renewable,Industrial,763.6610710281054
City D,2017,1,1.3513422908240926,82.12474480887566,717681,43498.668113150394,Renewable,Residential,8123.099158820523
City C,2015,5,-4.944824558018174,39.3329885539649,452416,27420.94807174643,Renewable,Industrial,4179.676146000102
City C,2018,2,14.736869916609269,45.631940401398296,873005,52912.86066667623,Renewable,Industrial,9001.165985683601
City C,2023,2,-3.1996595847641363,50.42212432365762,748101,45342.42527545793,Non-renewable,Residential,8337.319270509315
City D,2016,11,32.321819541461295,36.30130076255999,835248,50624.40770226973,Renewable,Industrial,10339.341855406172
City E,2017,11,-9.979793734066716,48.898898925713475,217687,13194.015956319548,Non-renewable,Industrial,2301.7638130880664
City A,2016,2,24.006324498494592,39.04365414882521,288005,17455.992160762064,Renewable,Industrial,3440.140604648699
City A,2016,9,2.5762941780609907,99.65822843669346,676839,41023.23320115288,Renewable,Commercial,7928.796711372359
City C,2022,10,28.073908779756508,82.6600272310725,866071,52492.590707325784,Non-renewable,Industrial,9643.139514258195
City C,2017,3,-7.293210231683114,88.80136560088852,689818,41809.890801731104,Renewable,Commercial,8044.058408588491
City E,2021,4,32.885026923480716,93.77175174805286,763052,46248.60585841848,Renewable,Residential,10609.894893855266
City B,2022,5,-5.437230227514396,73.20007932786595,868466,52637.75173308931,Non-renewable,Residential,12044.273766114362
City A,2017,4,25.45472397659504,34.07812540708517,419036,25397.78521580213,Renewable,Residential,4601.920447285955
City B,2016,4,13.2803996136022,80.68208555804341,210518,12759.502639535107,Renewable,Commercial,4550.772810917163
City C,2022,5,9.367765634491324,21.24891733017482,704324,42689.099920614506,Renewable,Residential,6895.971099768414
City A,2017,10,2.6070103659622212,29.05843513685271,191905,11631.368120730696,Renewable,Residential,1359.1602254508985
City A,2021,9,27.861629086207934,22.36675666507982,981221,59471.83584998564,Non-renewable,Industrial,8149.370078187674
City C,2015,12,-1.0111871110172448,30.835609302490283,683759,41442.65462006044,Renewable,Commercial,7219.228696338219
City B,2020,9,22.455857374678665,80.16033917129157,421974,25575.857488742942,Renewable,Commercial,4644.302321863596
City B,2023,6,10.060624296260286,90.83844548257146,386887,23449.233308799336,Renewable,Commercial,4518.910367068244
City D,2017,11,34.932275321627145,42.307222436946276,274802,16655.757913097816,Non-renewable,Residential,3448.246603643504
City D,2021,12,17.51295590763977,29.53017572680743,507140,30737.771442887704,Non-renewable,Commercial,5542.143206161223
City E,2020,3,-5.3114678279304215,41.83677509251285,757780,45929.069771643815,Renewable,Residential,7986.474982483646
City E,2022,6,8.878453511839979,71.76910019544039,782050,47400.075239402,Renewable,Residential,6235.845654987523
City B,2017,10,-7.01654588266619,48.01624322236865,134622,8159.443678637908,Non-renewable,Residential,377.21658051433246
City C,2017,4,2.8545035475101557,96.89168193063118,610089,36977.51358958062,Renewable,Residential,6823.099944910504
City B,2018,3,5.44925576964971,30.478303714913658,977666,59256.36718752662,Renewable,Industrial,8540.116182886431
City A,2017,6,28.392947375282127,99.2274019035531,942569,57129.13690726667,Renewable,Commercial,10826.127885715761
City D,2023,11,27.709436447339108,20.9961353158248,974465,59062.35447626605,Renewable,Commercial,9710.558397134302
City D,2018,6,-9.479925100746946,56.135437258318504,576755,34957.13879509149,Non-renewable,Residential,5686.159988782618
City B,2020,2,13.952537675229156,40.14494185444873,103041,6245.31826960325,Non-renewable,Residential,1645.4564551097942
City A,2022,9,0.05946900214770956,65.30283753000114,933915,56604.61769350568,Non-renewable,Residential,10573.226124496814
City B,2022,8,4.404189412050009,27.724066558485767,114109,6916.1500997288185,Non-renewable,Industrial,1883.5847340757782
City B,2019,6,-9.025692151350917,90.06583001032233,198480,12029.879078724518,Renewable,Residential,2155.9978898863374
City B,2019,1,23.738563945039083,30.92211203290376,168769,10229.094428845516,Renewable,Commercial,2547.440729871024
City A,2020,12,32.77653990885806,66.99114659515611,413378,25054.853656816726,Non-renewable,Commercial,4157.2594798760065
City D,2021,2,-0.13298318587666813,22.667749044363454,207643,12585.248798587238,Non-renewable,Industrial,694.7689669438075
City C,2021,4,5.379779017152462,44.87936777123278,682870,41388.77230193778,Renewable,Residential,5584.271845316438
City E,2018,7,-0.7104702371561089,31.977832182139593,324992,19697.77540081035,Renewable,Commercial,3216.7369972886754
City A,2020,9,31.852189863868787,98.2277316596027,182997,11091.453958934655,Renewable,Industrial,2897.9638310658306
City D,2021,10,-9.578981444165796,20.961709410432718,600952,36423.71973054039,Renewable,Commercial,5401.409340089276
City B,2019,5,16.27380265809658,48.191627241036876,31841,1929.884017259509,Renewable,Industrial,-176.4024946073224
City C,2019,10,29.18437825049675,44.22208618690003,43746,2651.4464438627706,Non-renewable,Residential,320.6869458619848
City E,2016,2,-1.6161771648093932,72.58988732654025,353124,21402.8568107392,Renewable,Commercial,3280.786356953022
City E,2021,11,16.549788111293697,24.510237339763606,512295,31050.21615596119,Renewable,Commercial,4543.336887820917
City A,2020,11,-7.720835281080179,84.84942173418096,466736,28288.8837247459,Non-renewable,Residential,5300.778400351104
City B,2015,11,26.65633101055142,57.32190373654525,548468,33242.66283025937,Renewable,Residential,6131.618020730562
City B,2018,1,2.3493105247822186,56.22180566090361,10444,633.0111703859274,Renewable,Industrial,2918.3836074885344
City C,2017,10,34.49390377378673,38.143190430565504,370379,22448.68290658458,Renewable,Residential,3916.298615208928
City E,2017,1,31.490432922039957,59.20374138425254,746206,45227.569265511425,Non-renewable,Commercial,7662.9299163158175
City A,2021,5,22.96321864697213,49.11147642682856,520860,31569.341076906752,Renewable,Commercial,6655.202748676626
City B,2018,7,12.357918861717128,39.61091490018151,74344,4505.992191801167,Renewable,Residential,804.9212455363177
City E,2022,9,24.496510033740584,33.49335507371683,79216,4801.284265922216,Renewable,Residential,-67.07987910503357
City E,2023,9,-4.122592860575703,78.2668454298809,575775,34897.74096409013,Renewable,Residential,6948.213500628925
City D,2017,8,3.958983782637704,31.363437867464494,503831,30537.212848210664,Non-renewable,Residential,4866.391933270944
City C,2019,1,-8.789662514041432,33.438559691270974,421543,25549.734565108673,Renewable,Commercial,5619.932625593479
City B,2018,5,19.026108872438307,66.16570778106336,425050,25762.293946049256,Renewable,Industrial,5730.201853721106
City D,2020,6,26.24919371366815,38.086200585779,984202,59652.514354286715,Renewable,Commercial,12588.176079796076
City C,2018,6,32.58284990809255,56.75011654750981,555114,33645.4771004992,Renewable,Commercial,5633.619013134259
City D,2022,4,20.892823327260857,64.2333882245157,76654,4646.001364875802,Non-renewable,Industrial,1289.3038984343125
City B,2017,1,22.94410581002282,41.95438055854648,895449,54273.19221667065,Non-renewable,Residential,8664.121142223861
City A,2019,3,30.2955100205728,47.48434006956006,361216,21893.31318672186,Renewable,Industrial,3770.162640476641
City D,2015,10,32.137011298615676,36.81654616418763,806139,48860.11029143442,Renewable,Commercial,8464.033881528398
City D,2020,4,12.108389744136758,56.83395913298342,227175,13769.083936463332,Non-renewable,Residential,581.9450597823366
City E,2019,4,-5.0595674631276575,99.39199274699226,125919,7631.954573326847,Non-renewable,Residential,2388.892115556949
City B,2022,4,10.988778944247077,49.01695206946268,161047,9761.063764567449,Renewable,Residential,2350.2767737741365
City D,2023,5,15.02332382925304,72.26643033948314,279740,16955.050249306714,Non-renewable,Residential,5904.573613126202
City A,2022,11,18.41951471279948,70.87155608154652,451423,27360.762310333826,Renewable,Residential,5392.457499075681
City D,2022,9,34.517805078917306,82.91854662793128,959371,58147.50665878184,Non-renewable,Residential,8663.662997536068
City C,2017,4,31.290344688084673,76.95347498003457,911412,55240.71015164485,Renewable,Industrial,10565.027870318534
City A,2018,9,7.836389123557783,20.942378717761365,96679,5859.717248347479,Non-renewable,Residential,954.794616148564
City A,2018,9,-4.894584117818058,44.73736740029379,270961,16422.954781591467,Renewable,Industrial,2475.983031182419
